ID;CODIGO PAIS;CODIGO ENTIDAD;UBIGEO;SNIP;CUI;REGION;PROVINCIA;DISTRITO;PROYECTO;DISPOSITIVO LEGAL;AMBITO;UNIDAD EJECUTORA;TOTAL EMPLEOS;POBLACION BENEFICIARIA;TIPOLOGIA;TIPO MONEDA;MONTO DE INVERSIÓN;TIPO MONEDA;MONTO DE TRANSFERENCIA 2020;ESTADO
43;PE;11476;211205;354419;2317225;PUNO;SANDIA;PHARA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL CENTRO POBLADO DE CHEJANI, DISTRITO DE PHARA - SANDIA - PUNO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE PHARA;87;975;Pista y Vereda;PEN;2,989,352.00;PEN;2,961,352.00;En Ejecución
44;PE;11476;90704;2463882;2463882;HUANCAVELICA;TAYACAJA;AHUAYCHA;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL BARRIO CENTRO DEL CENTRO POBLADO YARCCACANCHA DEL DISTRITO DE AHUAYCHA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE AHUAYCHA;89;278;Pista y Vereda;PEN;3,050,616.25;PEN;3,196,116.00;Concluido
45;PE;11476;110501;361196;2324358;ICA;PISCO;PISCO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA LOTIZACION SANTA ROSITA Y EL ASENTAMIENTO HUMANO 5 DE DICIEMBRE DEL DISTRITO DE PISCO, PROVINCIA DE PISCO - ICA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD PROVINCIAL DE PISCO;90;1293;Pista y Vereda;PEN;3,074,820.83;PEN;3,372,579.00;En Ejecución
46;PE;11476;50704;287280;2242877;AYACUCHO;PARINACOCHAS;PACAPAUSA;MEJORAMIENTO DE PISTAS Y VEREDAS EN EL CENTRO POBLADO DE PACAPAUSA BAJA,  DISTRITO DE PACAPAUSA - PROVINCIA DE PARINACOCHAS - DEPARTAMENTO DE AYACUCHO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE PACAPAUSA;107;1220;Pista y Vereda;PEN;3,640,054.22;PEN;3,628,054.00;En Ejecución
47;PE;11476;130102;2436347;2436347;LA LIBERTAD;TRUJILLO;EL PORVENIR;CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL  EN LAS CALLES DEL AA.HH. ALTO TRUJILLO BARRIO 4, DEL DISTRITO DE EL PORVENIR - PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE EL PORVENIR;122;4245;Pista y Vereda;PEN;4,169,032.88;PEN;4,180,925.00;Concluido
48;PE;11476;211101;303954;2247186;PUNO;SAN ROMAN;JULIACA;MEJORAMIENTO DEL SERVICIO DE INFRAESTRUCTURA VIAL DE LOS JIRONES Y PASAJES EN LA URBANIZACIÓN ENACE LA CAPILLA (LEONARDO BARDALES, TOPACIO, ESMERALDA, SINCHI ROCA, PERLA, RUBI, SAN MARCOS, TURQUEZA, BRILLANTE, S/N 01, S/N 02, S/N 03, S/N 04 Y S/N 05) DE LA CIUDAD  DE JULIACA, PROVINCIA DE SAN ROMAN - PUNO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD PROVINCIAL DE SAN ROMAN  JULIACA;119;1643;Pista y Vereda;PEN;4,067,803.99;PEN;4,279,335.00;Concluido
49;PE;11476;150106;144032;2136845;LIMA;LIMA;CARABAYLLO;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL ASENTAMIENTO HUMANO SOL NACIENTE DE CARABAYLLO I ETAPA  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE CARABAYLLO;126;2150;Pista y Vereda;PEN;4,301,255.67;PEN;4,330,966.00;Concluido
50;PE;11476;210209;354692;2317541;PUNO;AZANGARO;POTONI;MEJORAMIENTO DE PISTAS Y VEREDAS DEL BARRIO HUAYNA CAPAC DEL  CENTRO POBLADO CARLOS GUTIERREZ ZAMORA, DISTRITO DE POTONI - AZANGARO - PUNO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE POTONI;133;571;Pista y Vereda;PEN;4,555,914.25;PEN;4,612,892.00;En Ejecución
51;PE;11476;150103;310985;2281780;LIMA;LIMA;ATE;CREACION DE PISTAS Y VEREDAS EN LAS CALLES INTERNAS DE LA ZONA J DEL P.J. PROYECTO ESPECIAL HUAYCAN, ZONA 07, DEL DISTRITO DE ATE - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE ATE  VITARTE;141;4987;Pista y Vereda;PEN;4,807,762.13;PEN;4,794,140.00;Concluido
52;PE;11476;50106;277261;2240400;AYACUCHO;HUAMANGA;OCROS;MEJORAMIENTO DE PISTAS Y VEREDAS DE LA ZONA  URBANA DEL, DISTRITO DE OCROS - HUAMANGA - AYACUCHO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE OCROS;141;615;Pista y Vereda;PEN;4,801,997.00;PEN;4,801,997.00;En Ejecución
53;PE;11476;150112;2414614;2414614;LIMA;LIMA;INDEPENDENCIA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR EN LA AV. LOS JAZMINES, EJE ZONAL ERMITAÑO DEL DISTRITO DE INDEPENDENCIA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA;143;8720;Pista y Vereda;PEN;4,896,622.21;PEN;4,896,622.00;Concluido
54;PE;11476;220501;272504;2202299;SAN MARTIN;LAMAS;LAMAS;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN LAS PRINCIPALES CALLES DEL BARRIO CALVARIO, DISTRITO DE LAMAS, PROVINCIA DE LAMAS - SAN MARTIN;DU N° 070-2020 ;URBANO;MUNICIPALIDAD PROVINCIAL DE LAMAS;259;12377;Pista y Vereda;PEN;8,895,767.20;PEN;4,944,208.00;En Ejecución
55;PE;11476;61004;2438775;2438775;CAJAMARCA;SAN MARCOS;GREGORIO PITA;MEJORAMIENTO DE PISTAS Y VEREDAS EN LA LOCALIDAD DE PAUCAMARCA DEL DISTRITO DE GREGORIO PITA - PROVINCIA DE SAN MARCOS - DEPARTAMENTO DE CAJAMARCA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE GREGORIO PITA;148;326;Pista y Vereda;PEN;5,089,825.81;PEN;5,054,339.00;En Ejecución
56;PE;11476;10309;364095;2327683;AMAZONAS;BONGARA;SAN CARLOS;MEJORAMIENTO DE LA TRANSITABILIDAD DE LOS JIRONES: SANTA CATALINA, AMAZONAS, ATAHUALPA, SANTO DOMINGO, SIMÓN BOLIVAR, MELGAR, MATIAZA RIMACHI, PASAJE F. GUIVIN, PROLONGACIÒN MELGAR - LOCALIDAD DE SAN CARLOS, DISTRITO DE SAN CARLOS - BONGARA - AMAZONAS;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN CARLOS;165;5168;Pista y Vereda;PEN;5,663,501.68;PEN;5,077,360.00;En Ejecución
57;PE;11476;250104;303058;2201639;UCAYALI;CORONEL PORTILLO;MASISEA;MEJORAMIENTO DE JR. SARGENTO LORES, JR. ERNESTO PANDURO RENGIFO, JR. PROGRESO, JR. 8 DE SETIEMBRE, JR. AMAZONAS, JR. LAS PALMERAS, JR. MIGUEL GRAU DEL CENTRO POBLADO SANTA ROSA DE MASISEA, DISTRITO DE MASISEA - CORONEL PORTILLO - UCAYALI;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE MASISEA;231;3289;Pista y Vereda;PEN;7,940,945.42;PEN;5,016,426.00;En Ejecución
58;PE;11476;110501;241939;2173763;ICA;PISCO;PISCO;CONSTRUCCION DE PISTAS, VEREDAS Y AREAS VERDES EN LA URBANIZACION LA ALBORADA DEL DISTRITO DE PISCO, PROVINCIA DE PISCO - ICA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD PROVINCIAL DE PISCO;148;6450;Pista y Vereda;PEN;5,078,982.04;PEN;5,182,137.00;Concluido
59;PE;11476;50706;356566;2319649;AYACUCHO;PARINACOCHAS;PUYUSCA;CREACION DE CONDICIONES DE TRANSITABILIDAD PEATONAL Y VEHICULAR DE LOS POBLADORES DE LA ZONA I, EN LOS JIRONES SAN ISIDRO, 24 DE JUNIO, AYACUCHO, PARINACOCHAS, MIRAFLORES, MUNICIPALIDAD, MANUEL ODRIA, NIÑO PENSAMIENTO, NUEVA ESPERANZA Y CALLE S/N DE LA LOCALIDAD DE INCUYO DEL DISTRITO DE PUYUSCA - PROVINCIA DE PARINACOCHAS - DEPARTAMENTO DE AYACUCHO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE PUYUSCA;159;1111;Pista y Vereda;PEN;5,423,734.60;PEN;5,423,734.00;En Ejecución
60;PE;11476;210204;381863;2343176;PUNO;AZANGARO;ASILLO;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES SAEZ PEÑA, TARAPACA, AUGUSTO B. LEGUIA ROSELLO, TUPAC AMARU, SAN GERONIMO, JORGE CHAVEZ, AZANGARO, SANTA CRUZ Y VIAS CONEXAS, DE LA LOCALIDAD DE ASILLO, DISTRITO DE ASILLO - AZANGARO - PUNO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE ASILLO;138;1569;Pista y Vereda;PEN;4,736,421.64;PEN;4,258,020.00;En Ejecución
61;PE;11476;230110;2416710;2416710;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LA;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES DE LA ASOC.VIV.CIUDAD DE PAZ PROMUVI VIÑANI AMPLIACION I ETAPA DEL DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA;176;3682;Pista y Vereda;PEN;6,037,289.30;PEN;5,492,297.00;En Ejecución
62;PE;11476;60901;379628;2340851;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LOS SECTORES SANTA ROSA Y LA HUAMBA EN LA CIUDAD DE SAN IGNACIO, PROVINCIA DE SAN IGNACIO - CAJAMARCA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO;200;1849;Pista y Vereda;PEN;6,874,461.38;PEN;5,746,700.00;En Ejecución
63;PE;11476;51010;288633;2195019;AYACUCHO;VICTOR FAJARDO;HUALLA;MEJORAMIENTO DE VIAS URBANAS EN 15 JIRONES DE LA LOCALIDAD DE HUALLA, DISTRITO DE HUAYA - VICTOR FAJARDO - AYACUCHO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE HUALLA;169;2903;Pista y Vereda;PEN;5,792,134.00;PEN;5,792,134.00;En Ejecución
64;PE;11476;220709;386448;2377542;SAN MARTIN;PICOTA;TINGO DE PONASA;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL  URBANA DE LAS PRINCIPALES VIAS  DE LA LOCALIDAD DE TINGO DE PONASA, DISTRITO DE TINGO DE PONASA - PICOTA - SAN MARTIN;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE TINGO DE PONASA;216;3170;Pista y Vereda;PEN;7,400,048.36;PEN;3,702,466.00;En Ejecución
65;PE;11476;60415;2404140;2404140;CAJAMARCA;CHOTA;QUEROCOTO;CREACION Y MEJORAMIENTO DE PISTAS Y VEREDAS EN CENTRO POBLADO DE PACOPAMPA - DISTRITO DE QUEROCOTO - PROVINCIA DE CHOTA - REGIÓN CAJAMARCA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE QUEROCOTO;194;826;Pista y Vereda;PEN;6,648,976.92;PEN;3,804,987.00;En Ejecución
66;PE;11476;30202;2461227;2461227;APURIMAC;ANDAHUAYLAS;ANDARAPA;CREACION DE LOS SEVICIOS DE TRANSITABILIDAD VIAL DE LAS CALLES DEL CENTRO POBLADO DE ILLAHUASI DEL DISTRITO DE ANDARAPA - PROVINCIA DE ANDAHUAYLAS - DEPARTAMENTO DE APURIMAC;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE ANDARAPA;176;718;Pista y Vereda;PEN;6,019,370.70;PEN;3,785,284.00;En Ejecución
67;PE;11476;220702;366445;2330162;SAN MARTIN;PICOTA;BUENOS AIRES;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA DE LOS JIRONES TARAPOTO CUADRAS 01 A LA 04, GRAU CUADRAS 01 A LA 05, LIMA CUADRAS 04 A LA 05 Y EN LOS PASAJES HUALLAGA CUADRA 01, SUCRE CUADRA 01 Y LA MARGINAL CUADRA 01 EN LA LOCALIDAD DE BUENOS AIRES, DISTRITO DE BUENOS AIRES - PICOTA - SAN MARTIN;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE BUENOS AIRES;191;3415;Pista y Vereda;PEN;6,527,832.69;PEN;3,925,196.00;Concluido
68;PE;11476;60103;345850;2307158;CAJAMARCA;CAJAMARCA;CHETILLA;MEJORAMIENTO DE PISTAS Y VEREDAS DE LA CIUDAD DE CHETILLA, DISTRITO CHETILLA - CAJAMARCA - CAJAMARCA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE CHETILLA;205;4204;Pista y Vereda;PEN;7,044,423.79;PEN;4,000,000.00;En Ejecución
69;PE;11476;100311;378582;2339739;HUANUCO;DOS DE MAYO;MARIAS;CREACION DE PISTAS Y VEREDAS EN LOS JIRONES SAN MARTÍN, HUÁSCAR, HUAMALÍES, SAN FRANCISCO DE ASÍS, PEDRO DÁVILA F., GERARDO FACUNDO S., MÁXIMO MAYO M., VALERIO MARTÍN, TRES MARÍAS Y SAN JUAN DE LA LOCALIDAD  DE MARÍAS, DISTRITO DE MARIAS - DOS DE MAYO - HUANUCO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE MARIAS;159;11603;Pista y Vereda;PEN;5,457,550.94;PEN;5,425,676.00;En Ejecución
70;PE;11476;61102;2478841;2478841;CAJAMARCA;SAN MIGUEL;BOLIVAR;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL CASERIO DE SAN JOSE DEL DISTRITO DE BOLIVAR - PROVINCIA DE SAN MIGUEL - DEPARTAMENTO DE CAJAMARCA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE BOLIVAR;196;725;Pista y Vereda;PEN;6,727,300.12;PEN;4,028,303.00;En Ejecución
71;PE;11476;110106;326000;2284194;ICA;ICA;PARCONA;MEJORAMIENTO DE CALLES Y PASAJES EN LOS CENTROS POBLADOS DEL MARGEN IZQUIERDO DEL RIO ICA SECTOR ACOMAYO DEL, DISTRITO DE PARCONA - ICA - ICA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE PARCONA;203;13627;Pista y Vereda;PEN;6,980,226.96;PEN;4,333,525.00;En Ejecución
72;PE;11476;120420;2445067;2445067;JUNIN;JAUJA;MUQUI;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR, PEATONAL Y TRATAMIENTO PAISAJISTICO DE:  JR. VICTORIA PARRA, JR. BOLIVAR, JR. SANTA ROSA, JR. RICARDO PALMA, JR. SAN MARTIN, JR. CONCORDIA, JR. SUCRE Y PJE. LOS GALANES,  DISTRITO DE MUQUI - PROVINCIA DE JAUJA - DEPARTAMENTO DE JUNIN;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE MUQUI;196;1330;Pista y Vereda;PEN;6,725,161.42;PEN;4,356,509.00;En Ejecución
73;PE;11476;211210;359982;2323078;PUNO;SANDIA;SAN PEDRO DE PUTINA PUNCO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LOS JIRONES PROGRESO, BUENOS AIRES, 20 DE AGOSTO, AMISTAD, INDEPENDENCIA, LIBERTAD, CULTURA Y VÍAS CONEXAS  EN LA LOCALIDAD DE PUTINA PUNCO, DISTRITO DE SAN PEDRO DE PUTINA PUNCO - SANDIA - PUNO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PUTINA PUNCO;188;2070;Pista y Vereda;PEN;6,461,967.85;PEN;4,736,444.00;En Ejecución
74;PE;11476;120214;2462574;2462574;JUNIN;CONCEPCION;SAN JOSE DE QUERO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS VÍAS PRINCIPALES DEL  CENTRO POBLADO  DE CHAQUICOCHA DEL DISTRITO DE SAN JOSE DE QUERO - PROVINCIA DE CONCEPCION - DEPARTAMENTO DE JUNIN;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN JOSE DE QUERO;138;540;Pista y Vereda;PEN;4,733,880.52;PEN;4,764,589.00;En Ejecución
75;PE;11476;30216;2470475;2470475;APURIMAC;ANDAHUAYLAS;TALAVERA;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL  EN EL CERCADO DE LA LOCALIDAD DE TALAVERA, DEL  DISTRITO DE TALAVERA - PROVINCIA DE ANDAHUAYLAS - DEPARTAMENTO DE APURIMAC;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE TALAVERA;261;2575;Pista y Vereda;PEN;8,967,082.87;PEN;5,337,049.00;Convenio y/o Contrato Resuelto
76;PE;11476;120905;2482819;2482819;JUNIN;CHUPACA;HUAMANCACA CHICO;MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA DE LAS CALLES JR. HUÁSCAR, JR. PROGRESO, PSJE. RAMÓN CASTILLA, PSJE. SAN MARTÍN, PSJE. LOS COMUNEROS, PSJE. DAMIÁN RAMOS, CALLE CALAMAQUI, JR. LA UNIÓN,  DISTRITO DE HUAMANCACA CHICO - PROVINCIA DE CHUPACA - DEPARTAMENTO DE JUNIN;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO;279;17872;Pista y Vereda;PEN;9,584,152.88;PEN;5,692,891.00;En Ejecución
77;PE;11476;80708;209496;2222755;CUSCO;CHUMBIVILCAS;VELILLE;MEJORAMIENTO DE LA TRANSITABILIDAD PEATONAL Y VEHICULAR EN LAS VIAS PRINCIPALES DEL BARRIO QORILAZO Y CERCADO DE LA LOCALIDAD DE VELILLE, DISTRITO DE VELILLE - CHUMBIVILCAS - CUSCO;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE VELILLE;306;2465;Pista y Vereda;PEN;10,519,391.62;PEN;6,977,969.00;En Ejecución
78;PE;11476;150126;2485465;2485465;LIMA;LIMA;PUNTA HERMOSA;"REPARACION DE VEREDA Y BERMA; EN EL(LA) REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y ESTACIONAMIENTO VEHICULAR EN LA AV. GARCIA RADA DE LA AGRUPACION DE FAMILIAS SANTA CRUZ DISTRITO DE PUNTA HERMOSA, PROVINCIA LIMA, DEPARTAMENTO LIMA";DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA;53;207;Pista y Vereda;PEN;1,794,182.36;PEN;1,879,979.00;Concluido
79;PE;11476;90413;2423233;2423233;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;"REPARACIÓN DE VIAS URBANAS; EN EL(LA) CALLE CIRCUNVALACION EN LA LOCALIDAD TICRAPO, DISTRITO DE TICRAPO, PROVINCIA CASTROVIRREYNA, DEPARTAMENTO HUANCAVELICA";DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE TICRAPO;55;96;Pista y Vereda;PEN;1,874,944.00;PEN;1,874,944.00;Concluido
80;PE;11476;150405;2426258;2426258;LIMA;CANTA;LACHAQUI;"REPARACIÓN DE VIAS VECINALES; EN EL(LA) TRAMO 1-609 - CALLE 28 DE  ENERO DESDE LA CRUZ HASTA LOSA DEPORTIVA. EN LA LOCALIDAD LACHAQUI, DISTRITO DE LACHAQUI, PROVINCIA CANTA, DEPARTAMENTO LIMA";DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE LACHAQUI;52;587;Equipamiento Urbano;PEN;1,780,062.44;PEN;1,799,558.00;Concluido
81;PE;11476;70102;2474875;2474875;CALLAO;CALLAO;BELLAVISTA;"RENOVACION DE VIAS DE ACCESO; EN EL(LA) CALLES 6,6A,6B,6C,6D Y 6E DE LA URB. CIUDAD DEL PESCADOR, DEL  DISTRITO DE BELLAVISTA, PROVINCIA PROVINCIA CONSTITUCIONAL DEL CALLAO, DEPARTAMENTO CALLAO";DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE BELLAVISTA;48;860;Pista y Vereda;PEN;1,624,280.32;PEN;1,750,550.00;Concluido
82;PE;11476;90716;2423423;2423423;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;"RENOVACIÓN DE PISTA, VEREDA Y ESCALERAS DE CONCRETO; EN EL(LA) CALLE, CIRCUNVALACIÓN, HUANCAVELICA, SAN MARCOS Y EN EL PASAJE EVANGÉLICA, EN LA LOCALIDAD SAN MARCOS DE ROCCHAC, DISTRITO DE SAN MARCOS DE ROCCHAC, PROVINCIA TAYACAJA, DEPARTAMENTO HUANCAVELICA";DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN MARCOS ROCCHAC;49;28;Pista y Vereda;PEN;1,663,611.00;PEN;1,643,611.00;Concluido
83;PE;11476;200601;2379728;2379728;PIURA;SULLANA;SULLANA;REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DE LA CALLE GRAU DEL DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD PROVINCIAL DE SULLANA;47;1570;Pista y Vereda;PEN;1,598,860.00;PEN;1,598,860.00;Concluido
84;PE;11476;211101;2488629;2488629;PUNO;SAN ROMAN;JULIACA;"REPARACION DE CALZADA; EN EL(LA) VIAS URBANAS DEL CERCADO DE LA CIUDAD DE JULIACA,  DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO";DU N° 070-2020 ;URBANO;MUNICIPALIDAD PROVINCIAL DE SAN ROMAN  JULIACA;46;2505;Pista y Vereda;PEN;1,545,909.99;PEN;1,545,910.00;En Ejecución
85;PE;11476;200115;2355963;2355963;PIURA;PIURA;VEINTISEIS DE OCTUBRE;REPARACIÓN DE VIAS URBANAS EN EL(LA) TRAMO 1-303 AVENIDA MARCAVELICA DESDE PROLOG. GRAU HASTA CIRCUNVALACION,  DISTRITO VEINTISEIS DE OCTUBRE, PIURA-PIURA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;41;1906;Pista y Vereda;PEN;1,371,196.13;PEN;1,488,762.00;En Ejecución
86;PE;11476;150137;2381406;2381406;LIMA;LIMA;SANTA ANITA;REHABILITACION DE PISTA DE LA AVENIDA 7 DE JUNIO DE LA URBANIZACION LOS ROBLES, URBANIZACION LOS FICUS Y LA URBANIZACION LA ACHIRANA 2DA ETAPA, DISTRITO DE SANTA ANITA, LIMA - LIMA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE SANTA ANITA;39;173;Pista y Vereda;PEN;1,308,181.35;PEN;1,478,349.00;Concluido
87;PE;11476;40104;2486502;2486502;AREQUIPA;AREQUIPA;CERRO COLORADO;"CONSTRUCCION DE VEREDA, BERMA, SARDINEL Y JARDINERA; EN EL(LA) CALLES DE LA ASOCIACIÓN DE ARTESANOS DE CARPINTERIA METALICA ""ARTEMPA"" DISTRITO DE CERRO COLORADO, PROVINCIA AREQUIPA, DEPARTAMENTO AREQUIPA";DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE CERRO COLORADO;43;430;Pista y Vereda;PEN;1,472,170.00;PEN;1,472,170.00;En Ejecución
88;PE;11476;130101;2380554;2380554;LA LIBERTAD;TRUJILLO;TRUJILLO;REHABILITACION DEL PAVIMENTO DE LA AV. JESUS DE NAZARETH DESDE LA AV. ANTENOR ORREGO HASTA LA AV. MANSICHE, DISTRITO DE TRUJILLO, PROVINCIA DE TRUJILLO, DEPARTAMENTO - LA LIBERTAD;DU N° 070-2020 ;URBANO;MUNICIPALIDAD PROVINCIAL DE TRUJILLO;45;3621;Pista y Vereda;PEN;1,509,264.39;PEN;1,310,628.00;En Ejecución
89;PE;11476;40122;2458027;2458027;AREQUIPA;AREQUIPA;SOCABAYA;"CONSTRUCCION DE CALZADA DOBLE; EN EL(LA) AVENIDA  SOCABAYA URBANIZACION SAN MARTIN DE SOCABAYA DISTRITO DE SOCABAYA, PROVINCIA AREQUIPA, DEPARTAMENTO AREQUIPA";DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE SOCABAYA;40;158;Pista y Vereda;PEN;1,334,736.00;PEN;1,305,736.00;Concluido
90;PE;11476;200101;2367778;2367778;PIURA;PIURA;PIURA;REHABILITACION DE LA AVENIDA EGUIGUREN ENTRE PUENTE INTENDENCIA Y AV. SULLANA EN DISTRITO DE PIURA, PROVINCIA DE PIURA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD PROVINCIAL DE PIURA;11;1725;Pista y Vereda;PEN;329,497.68;PEN;1,289,220.00;Concluido
91;PE;11476;200104;2380358;2380358;PIURA;PIURA;CASTILLA;REHABILITACION DEL SERVICIO  VEHICULAR Y PEATONAL EN LA AVENIDA AREQUIPA, DESDE LA AVENIDA TACNA HASTA LA AVENIDA PROGRESO  DEL CERCADO DE CASTILLA,DEL DISTRITO DE CASTILLA - PIURA – PIURA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE CASTILLA;38;1670;Pista y Vereda;PEN;1,275,464.84;PEN;1,275,647.00;En Ejecución
92;PE;11476;150611;2421739;2421739;LIMA;HUARAL;SUMBILCA;"REPARACIÓN DE VIAS URBANAS; EN EL(LA) TRAMO 1-588 -CALLE LA PERLA - PUENTE (ENTRADA A LLONKOY) EN LA LOCALIDAD SUMBILCA, DISTRITO DE SUMBILCA, PROVINCIA HUARAL, DEPARTAMENTO LIMA";DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL DE SUMBILCA;37;212;Pista y Vereda;PEN;1,231,164.00;PEN;1,231,164.00;En Ejecución
93;PE;11476;200115;2390107;2390107;PIURA;PIURA;VEINTISEIS DE OCTUBRE;REHABILITACION DEL TRAMO 1-310 - AVENIDA PRLG. CHULUCANA DESDE INTEGRACION HASTA ALGARROBOS,  DISTRITO VEINTISEIS DE OCTUBRE, PIURA-PIURA;DU N° 070-2020 ;URBANO;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;34;1906;Pista y Vereda;PEN;1,128,315.93;PEN;1,214,785.00;Concluido
