ITEM;UBIGEO;SNIP;CUI;REGION;PROVINCIA;DISTRITO;PROYECTO;NORMA;DISPOSITIVO_2;AMBITO;UNIDAD EJECUTORA;TOTAL EMPLEOS;POBLACION BENEFICIARIA;TIPOLOGIA;MONTO DE INVERSIÓN;MONTO DE TRANSFERENCIA 2020;SUB ESTADO SSP
59;907190000;2482467;2482467;HUANCAVELICA;TAYACAJA;QUICHUAS;CREACION DEL ACCESO PEATONAL CON ESCALINATAS Y TRATAMIENTO PAISAJISTICO EN LOS PASAJES 28 DE JULIO Y LOS ALAMOS EN LA LOCALIDAD DE QUICHUAS DEL DISTRITO DE QUICHUAS - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE QUICHUAS;12;688.00;Pista y Vereda;384 854;362855;Normal
60;907190000;2455754;2455754;HUANCAVELICA;TAYACAJA;QUICHUAS;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS PRINCIPALES CALLES DE QUICHUAS DEL DISTRITO DE QUICHUAS - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE QUICHUAS;203;688.00;Pista y Vereda;6 959 448;4523642;Normal
61;1606010000;342247;2303211;LORETO;UCAYALI;CONTAMANA;MEJORAMIENTO DE LAS CALLES: AMAZONAS, PUCALLPA, PADRE SEVERINO GONZALES, ARTURO GUEVARA, CIRCUNVALACIÓN, MOISES RENGIFO, REQUENA, LADISLAO ESPINAR, PSJE PUCALLPA Y PSJE. ARTURO GUEVARA DE LA CIUDAD DE CONTAMANA, PROVINCIA DE UCAYALI - LORETO (ETAPA I);DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA;603;1549.00;Pista y Vereda;20 741 579;6052182;Normal
62;2206010000;357645;2320599;SAN MARTIN;MARISCAL CACERES;JUANJUI;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD URBANA EN LA LOCALIDAD DE JUANJUI,DISTRITO DE JUANJUI, PROVINCIA DE MARISCAL CACERES - SAN MARTIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE MARISCAL CACERES - JUANJUI;274;3100.00;Pista y Vereda;9 405 459;5290571;Normal
63;2102010000;2480308;2480308;PUNO;AZANGARO;AZANGARO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR EN EL BARRIO PEÑA DORADA ZONA NORTE Y ZONA SUR, BARRIO MAGISTERIAL ZONA ESTE DE LA LOCALIDAD DE AZANGARO DEL DISTRITO DE AZANGARO - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE AZANGARO;298;6808.00;Pista y Vereda;10 256 242;5034883;Por Iniciar
64;1204340000;2470620;2470620;JUNIN;JAUJA;YAUYOS;MEJORAMIENTO DE LOS SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LOS JIRONES: SAN JOSÉ, CIRO ALEGRIA, 04 DE ENERO, DAVID CANCHAYA, CLEOVALDO ESPINOZA Y EL PASAJE LAS RETAMAS DISTRITO DE YAUYOS - PROVINCIA DE JAUJA - DEPARTAMENTO DE JUNIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE YAUYOS;225;419.00;Pista y Vereda;7 735 609;4351281;Proceso de Selección
65;1201260000;336052;2300347;JUNIN;HUANCAYO;PUCARA;MEJORAMIENTO DE PISTAS Y VEREDAS DE LOS BARRIOS DEL AREA URBANA, DISTRITO DE PUCARA - HUANCAYO - JUNIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE PUCARA;290;885.00;Pista y Vereda;9 961 790;5603507;Normal
66;1201070000;366018;2329654;JUNIN;HUANCAYO;CHILCA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DE LA AV. PROCERES TRAMO: CANAL CIMIR - AV. PANAMERICANA SUR DEL, DISTRITO DE CHILCA - HUANCAYO - JUNIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE CHILCA;266;1916.00;Pista y Vereda;9 132 371;4687392;Proceso de Selección
67;505100000;2471989;2471989;AYACUCHO;LA MAR;ANCHIHUAY;CREACION DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL BARRIO SAN MARTIN DEL CENTRO POBLADO DE BUENA GANA DEL DISTRITO DE ANCHIHUAY - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE ANCHIHUAY;42;419.00;Pista y Vereda;1 407 674;1407675;Proceso de Selección
68;801040000;324579;2284113;CUSCO;CUSCO;SAN JERONIMO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA A.P.V. ALTIVA CANAS, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN JERONIMO;242;2959.00;Pista y Vereda;8 312 794;5985212;Por Iniciar
69;2101010000;331042;2300182;PUNO;PUNO;PUNO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DE LAS URBANIZACIONES URBANO MARGINALES CIUDAD NUEVA, ALAN GARCIA Y LOS ANGELES DEL CENTRO POBLADO DE ALTO PUNO, DISTRITO DE PUNO, PROVINCIA DE PUNO - PUNO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE PUNO;153;1923.00;Pista y Vereda;5 255 743;3416233;Por Iniciar
70;2203030000;2438858;2438858;SAN MARTIN;EL DORADO;SAN MARTIN;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA DEL JR. LIMA C-1 A C-6, JR. SISA C- 1 A C-3, JR. SAN MARTÍN C-1 A C-7, JR. BOLOGNESI C-1 A C-2, JR. ALFONSO UGARTE C-1 A C-3, JR. LEONCIO PRADO C-1 A C-3 NUEVO PUCACACA DEL DISTRITO DE SAN MARTIN - PROVINCIA DE EL DORADO - DEPARTAMENTO DE SAN MARTIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN MARTIN;254;4158.00;Pista y Vereda;8 701 150;5220691;Por Iniciar
71;1901040000;349779;2312647;PASCO;PASCO;HUAYLLAY;MEJORAMIENTO DE LA TRANSITABILIDAD, AV. MICAELA BASTIDAS, JR. MANCO INCA, AV. GARCILAZO DE LA VEGA, SINCHI ROCA, MANCO CAPAC, CALLE CONDORCANQUI, MATEO PUMACAHUA, MARIANO SANTOS DEL BARRIO 14 DE SETIEMBRE, DISTRITO DE HUAYLLAY - PASCO - PASCO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE HUAYLLAY;223;1411.00;Pista y Vereda;7 672 229;4603916;Proceso de Selección
72;506020000;2454917;2454917;AYACUCHO;LUCANAS;AUCARA;CREACION DE PISTAS Y VEREDAS INTEGRADAS EN AUCARA, DISTRITO DE AUCARA - PROVINCIA DE LUCANAS - DEPARTAMENTO DE AYACUCHO;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE AUCARA;220;4106.00;Pista y Vereda;7 534 315;4897306;Proceso de Selección
73;1206040001;351122;2313553;JUNIN;SATIPO;MAZAMARI;MEJORAMIENTO DEL PAVIMENTO DE LA CALLE BOTTO BERNALES, DISTRITO DE MAZAMARI - SATIPO - JUNIN;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE MAZAMARI;202;15470.00;Pista y Vereda;6 907 108;4076361;Normal
74;1401140000;2454760;2454760;LAMBAYEQUE;CHICLAYO;SANTA ROSA;CREACION DEL PARQUE PRINCIPAL EN EL SECTOR SOL DE ORO DEL DISTRITO DE SANTA ROSA - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;17;2374.00;PARQUES Y PLAZAS;577 038;467146;Normal
1;613070013;241191;2219116;CAJAMARCA;SANTA CRUZ;PULAN;CREACION DEL  PARQUE  PRINCIPAL  DEL  CENTRO POBLADO SUCCHAPAMPA, DISTRITO DE PULAN, PROVINCIA DE SANTA CRUZ - CAJAMARCA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE PULAN;17;589;PARQUES Y PLAZAS;545 705;545705;Normal
2;608010000;2412632;2412632;CAJAMARCA;JAEN;JAEN;CREACION DEL PARQUE -URBANIZACION MARISOL DEL SECTOR NUEVO HORIZONTE - DISTRITO DE JAEN - PROVINCIA DE JAEN - DEPARTAMENTO DE CAJAMARCA ;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD PROVINCIAL DE JAEN;13;836;PARQUES Y PLAZAS;409 598;409598;Normal
3;603050000;254675;2182369;CAJAMARCA;CELENDIN;JORGE CHAVEZ;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN JORGE CHAVEZ SEGUNDA ETAPA, DISTRITO DE JORGE CHAVEZ - CELENDIN - CAJAMARCA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE JORGE CHAVEZ;54;444;Pista y Vereda;1 832 853;1832853;Normal
4;613070013;331506;2289929;CAJAMARCA;SANTA CRUZ;PULAN;MEJORAMIENTO Y CONSTRUCCION DE PISTAS Y VEREDAS EN EL CENTRO POBLADO DE SUCCHAPAMPA, DISTRITO DE PULAN - SANTA CRUZ - CAJAMARCA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE PULAN;96;424;Pista y Vereda;3 295 806;3295806;Normal
5;608010001;334989;2309921;CAJAMARCA;JAEN;JAEN;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DE LAS CALLES LAS BEGONIAS, PASAJE 1, SANTA TERESITA, SAN PEDRO, PASAJE 2, PASAJE 07 DE ENERO, JUAN FELIX CORREA, JUAN VELASCO ALVARADO, MARIA PARADO DE BELLIDO, CALLE 4 Y CALLE 1 DEL SECTOR NUEVO HORIZONTE DISTRITO DE JAEN, PROVINCIA DE JAEN - CAJAMARCA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD PROVINCIAL DE JAEN;112;975;Pista y Vereda;3 814 682;3814682;Normal
6;1501420000;119398;2213654;LIMA;LIMA;VILLA EL SALVADOR;MEJORAMIENTO DEL ENTORNO 1, ACCESIBILIDAD PEATONAL Y VEHICULAR EN LAS CALLES INTERNAS DE LA ASOCIACION DE VIVIENDA SAN JUAN DE MIRAFLORES, SECTOR 06, DISTRITO DE VILLA EL SALVADOR - LIMA - LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR;119;4044;Pista y Vereda;4 096 377;4096377;Proceso de Selección
7;1501420000;195842;2210546;LIMA;LIMA;VILLA EL SALVADOR;MEJORAMIENTO DE LA ACCESIBILIDAD VIAL Y PEATONAL EN EL A.H PRINCIPE DE ASTURIAS, DISTRITO DE VILLA EL SALVADOR - LIMA - LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR;139;4706;Pista y Vereda;4 784 034;4784034;Proceso de Selección
8;1501430000;2380501;2380501;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL Y PEATONAL EN LA AV. ZARUMILLA, ZONA 6 – JOSÉ GALVEZ DEL DISTRITO DE VILLA MARÍA DEL TRIUNFO – LIMA - LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;115;4772;Pista y Vereda;3 930 592;3930592;Proceso de Selección
9;1501230000;2407109;2407109;LIMA;LIMA;PACHACAMAC;CREACION DE LOS SERVICIOS RECREATIVOS EN EL PARQUE DE LA MZ. E LT 7 DEL AA.HH. PORTADA DE MANCHAY III, ZONA 5 QUEBRADA DE MANCHAY - DISTRITO DE PACHACAMAC - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE PACHACAMAC;17;1741;PARQUES Y PLAZAS;532 899;532899;Proceso de Selección
10;1501420000;2449791;2449791;LIMA;LIMA;VILLA EL SALVADOR;CREACION DEL SERVICIO RECREATIVO DEL PARQUE CENTRAL DEL A. H. PRÍNCIPE DE ASTURIAS EN EL  DISTRITO DE VILLA EL SALVADOR - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR;11;4338;PARQUES Y PLAZAS;317 474;317474;Proceso de Selección
11;1501430001;2451075;2451075;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;CREACION DE LOSA DEPORTIVA DE USO MULTIPLE ENTRE EL JIRON REPUBLICA CON EL JIRON UNIÓN EN TABLADA DE LURIN, ZONA 5 TABLADA DE LURIN,  DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;14;660;LOSA MULTIUSOS;459 315;459315;Atrasada
12;1501430000;2451088;2451088;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;CREACION DEL PARQUE SAN ROQUE EN JOSE GALVEZ, ZONA 6 JOSE GALVEZ,  DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;11;881;PARQUES Y PLAZAS;344 486;344486;Proceso de Selección
13;1501030001;289619;2243537;LIMA;LIMA;ATE;CONSTRUCCION DE PISTAS  EN LAS UCV 132, 132-B, 133, 134, 135, 136, 137, 138, 139 Y 139-B,  ZONA I, HUAYCAN, ZONA 06, SUB ZONA 03, DISTRITO DE ATE - LIMA - LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;132;3540;Pista y Vereda;4 511 595;4511595;Adelantada
14;1501230007;344698;2305984;LIMA;LIMA;PACHACAMAC;MEJORAMIENTO DE LA INFRAESTRUCTURA VEHICULAR Y PEATONAL EN LAS CALLES INTERNAS DEL AA.HH. PORTADA DE MANCHAY III, ZONA 5 QUEBRADA DE MANCHAY, DISTRITO DE PACHACAMAC - LIMA - LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE PACHACAMAC;127;2596;Pista y Vereda;4 336 502;4336502;Proceso de Selección
15;1501030001;95877;2080421;LIMA;LIMA;ATE;CREACION DE PISTAS Y VEREDAS  EN LAS CALLES Y PASAJES INTERNOS DE LA ZONA P DEL AA.HH. HUAYCAN, ZONA 06, SUB ZONA 03, DISTRITO DE ATE - LIMA - LIMA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;165;2210;Pista y Vereda;5 666 257;5666257;Adelantada
16;1302060001;2380175;2380175;LA LIBERTAD;ASCOPE;RAZURI;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DEL SECTOR 5 Y 7 DEL PUERTO DE MALABRIGO DEL DISTRITO DE RAZURI - PROVINCIA DE ASCOPE - LA LIBERTAD;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE RAZURI;92;1205;Pista y Vereda;3 131 732;3131732;Por Iniciar
17;1305040000;2398748;2398748;LA LIBERTAD;JULCAN;HUASO;CREACION DE LA PLAZA DE ARMAS DEL CENTRO POBLADO DE CHINCHINVARA - DISTRITO DE HUASO - PROVINCIA DE JULCAN - REGIÓN LA LIBERTAD;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUASO;15;2026;PARQUES Y PLAZAS;473 945;473945;Por Iniciar
18;1301040004;272921;2193480;LA LIBERTAD;TRUJILLO;HUANCHACO;CREACION DEL SERVICIO VIAL EN LAS AVENIDAS VICTOR RAUL HAYA DE LA TORRE, INDUSTRIAL Y CALLE SAN MARTIN DE LOS SECTORES I, IV, V, VI-A Y PUEBLO JOVEN EN EL C.P. EL MILAGRO, DISTRITO DE HUANCHACO - TRUJILLO - LA LIBERTAD;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUANCHACO;98;2110;Pista y Vereda;3 342 235;3342235;Por Iniciar
19;1301040000;300069;2246142;LA LIBERTAD;TRUJILLO;HUANCHACO;INSTALACION DE LOSA DE RECREACION MULTIUSOS EN EL SECTOR VI-C MANZANA H LOTE 01 DEL CENTRO POBLADO EL MILAGRO, DISTRITO DE HUANCHACO - TRUJILLO - LA LIBERTAD;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUANCHACO;14;672;LOSA MULTIUSOS;424 580;424580;Por Iniciar
20;1305040000;338694;2310290;LA LIBERTAD;JULCAN;HUASO;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD DEL CENTRO POBLADO DE CHINCHINVARA, DISTRITO DE HUASO - JULCAN - LA LIBERTAD;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUASO;98;520;Pista y Vereda;3 345 789;3345789;Por Iniciar
21;903060000;2265080;2265080;HUANCAVELICA;ANGARAES;CONGALLA;MEJORAMIENTO DE LAS VÍAS URBANAS DE LA LOCALIDAD DE CONGALLA,  DISTRITO DE CONGALLA - PROVINCIA DE ANGARAES - DEPARTAMENTO DE HUANCAVELICA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE CONGALLA;90;811;Pista y Vereda;3 088 654;3088654;Por Iniciar
22;904070000;2408227;2408227;HUANCAVELICA;CASTROVIRREYNA;HUACHOS;CREACION DEL PARQUE RECREATIVO EN EL ANEXO DE HUAJINTAY - DISTRITO DE HUACHOS - PROVINCIA DE CASTROVIRREYNA - DEPARTAMENTO DE HUANCAVELICA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUACHOS;12;1573;PARQUES Y PLAZAS;384 576;384576;Por Iniciar
23;301040001;2418929;2418929;APURIMAC;ABANCAY;CURAHUASI;MEJORAMIENTO DEL SERVICIO DEL ESPACIO PUBLICO EN LA PLAZA DE ARMAS DE LA LOCALIDAD DE PISONAYPATA  DISTRITO DE CURAHUASI - PROVINCIA DE ABANCAY - DEPARTAMENTO DE APURIMAC;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE CURAHUASI;17;730;PARQUES Y PLAZAS;555 355;555355;Por Iniciar
24;301040001;2418934;2418934;APURIMAC;ABANCAY;CURAHUASI;CREACION DE LOSA DE RECREACIÓN MULTIUSO EN LA LOCALIDAD DE PISONAYPATA  DISTRITO DE CURAHUASI - PROVINCIA DE ABANCAY - DEPARTAMENTO DE APURIMAC;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE CURAHUASI;16;730;LOSA MULTIUSOS;522 650;522650;Por Iniciar
25;903060000;2446793;2446793;HUANCAVELICA;ANGARAES;CONGALLA;CREACION DE SERVICIOS DE RECREACIÓN INFANTIL EN EL  DISTRITO DE CONGALLA - PROVINCIA DE ANGARAES - DEPARTAMENTO DE HUANCAVELICA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE CONGALLA;16;3544;PARQUES Y PLAZAS;520 394;520394;Por Iniciar
26;904070001;264297;2237551;HUANCAVELICA;CASTROVIRREYNA;HUACHOS;MEJORAMIENTO DE LA AVENIDA SAN MARTIN DEL ANEXO DE HUAJINTAY EN EL DISTRITO DE HUACHOS, PROVINCIA DE CASTROVIRREYNA - HUANCAVELICA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUACHOS;46;1573;Pista y Vereda;1 554 465;1554465;Por Iniciar
27;903050016;317534;2265213;HUANCAVELICA;ANGARAES;CHINCHO;CREACION DEL PARQUE PRINCIPAL DEL CENTRO POBLADO DE HUANCHUY, DISTRITO DE CHINCHO - ANGARAES - HUANCAVELICA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE CHINCHO;15;1303;PARQUES Y PLAZAS;476 165;476165;Atrasada
28;903050016;330441;2288801;HUANCAVELICA;ANGARAES;CHINCHO;CREACION DE PISTAS Y VEREDAS EN LA LOCALIDAD DE HUANCHUY, DISTRITO DE CHINCHO - ANGARAES - HUANCAVELICA;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE CHINCHO;43;258;Pista y Vereda;1 450 735;1450735;Adelantada
29;301040001;351347;2313726;APURIMAC;ABANCAY;CURAHUASI;MEJORAMIENTO DE LA TRANSITABILIDAD PEATONAL Y VEHICULAR DE LAS PRINCIPALES CALLES  DE LA LOCALIDAD DE PISONAYPATA , DISTRITO DE CURAHUASI - ABANCAY - APURIMAC;DS 152_PROYECTOS;DS N° 152-2020-EF;RURAL;MUNICIPALIDAD DISTRITAL DE CURAHUASI;58;730;Pista y Vereda;1 953 449;1953449;Normal
30;107010001;113909;2091697;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;CONSTRUCCION DE PISTAS Y VEREDAS DEL BARRIO VISALOT ALTO, PROVINCIA DE UTCUBAMBA - AMAZONAS;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE;167;608;Pista y Vereda;5 723 328;5723328;Por Iniciar
31;106050000;117037;2098150;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;CONSTRUCCION DE PISTAS Y VEREDAS EN LAS CALLES DE LA LOCALIDAD DE  LIMABAMBA, DISTRITO DE LIMABAMBA - RODRIGUEZ DE MENDOZA - AMAZONAS;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE LIMABAMBA;156;4412;Pista y Vereda;5 331 117;5331117;Proceso de Selección
32;1607050001;2407432;2407432;LORETO;DATEM DEL MARAÑON;PASTAZA;CREACION DE LOSA DE RECREACIÓN MULTIUSO EN LA LOCALIDAD DE ULLPAYACU - DISTRITO DE PASTAZA - PROVINCIA DE DATEM DEL MARAÑON - DEPARTAMENTO DE LORETO;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE PASTAZA;17;438;LOSA MULTIUSOS;563 968;563968;Normal
33;106040001;2422608;2422608;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;CREACION DE LA LOZA DE RECREACIÓN MULTIUSOS EN LA LOCALIDAD DE HUAMBO - DISTRITO DE HUAMBO - PROVINCIA DE RODRIGUEZ DE MENDOZA - DEPARTAMENTO DE AMAZONAS;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUAMBO;14;1010;LOSA MULTIUSOS;425 071;425071;Proceso de Selección
34;106040001;2422609;2422609;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;CREACION DEL PARQUE DE LA AMISTAD EN LA LOCALIDAD DE HUAMBO - DISTRITO DE HUAMBO - PROVINCIA DE RODRIGUEZ DE MENDOZA - DEPARTAMENTO DE AMAZONAS;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUAMBO;8;1010;PARQUES Y PLAZAS;234 594;234594;Normal
35;106050000;2449098;2449098;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;CREACION DE LOSA DE RECREACIÓN MULTIUSOS EN LA LOCALIDAD DE LIMABAMBA DEL DISTRITO DE LIMABAMBA - PROVINCIA DE RODRIGUEZ DE MENDOZA - DEPARTAMENTO DE AMAZONAS;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE LIMABAMBA;15;1221;LOSA MULTIUSOS;474 256;474256;Normal
36;106040001;251907;2167603;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;CREACION DE PISTAS, VEREDAS Y CUNETAS EN LA LOCALIDAD DE HUAMBO, DISTRITO DE HUAMBO - RODRIGUEZ DE MENDOZA - AMAZONAS;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUAMBO;87;1200;Pista y Vereda;2 981 570;2981570;Por Iniciar
37;1607050000;372253;2332955;LORETO;DATEM DEL MARAÑON;PASTAZA;AMPLIACION Y MEJORAMIENTO DE LAS PRINCIPALES CALLES DE LA LOCALIDAD DE ULLPAYACU, DISTRITO DE PASTAZA - DATEM DEL MARANON - LORETO;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE PASTAZA;171;2829;Pista y Vereda;5 858 749;5858749;Normal
38;102010000;376575;2337632;AMAZONAS;BAGUA;BAGUA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD EN LA AV. CIRCUNVALACION CUADRAS 16 A LA 19 Y EL JR. MOQUEGUA CUADRAS 3 Y 4 EN LA CIUDAD DE BAGUA, PROVINCIA DE BAGUA - AMAZONAS;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD PROVINCIAL DE BAGUA;89;2766;Pista y Vereda;3 013 218;3013218;Normal
39;1002020001;2269431;2269431;HUANUCO;AMBO;CAYNA;CREACION DE LA PLAZA DE ARMAS DE LA CIUDAD DE CAYNA, DISTRITO DE CAYNA, PROVINCIA DE AMBO - HUÁNUCO CAYNA - DISTRITO DE CAYNA - PROVINCIA DE AMBO - DEPARTAMENTO DE HUANUCO;DS 152_PROYECTOS;DS N° 152-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE CAYNA;21;1758;PARQUES Y PLAZAS;688 294;688294;Normal
40;1003170000;232354;2195169;HUANUCO;DOS DE MAYO;RIPAN;MEJORAMIENTO DEL SERVICIO DE PISTAS Y VEREDAS DE LA LOCALIDAD DE RIPAN, DISTRITO DE RIPAN - DOS DE MAYO - HUANUCO;DS 152_PROYECTOS;DS N° 152-2020-EF;RURAL;MUNICIPALIDAD DISTRITAL DE RIPAN;55;2570;Pista y Vereda;1 882 365;1882365;Por Iniciar
