ITEM;UBIGEO;SNIP;CUI;REGION;PROVINCIA;DISTRITO;PROYECTO;NORMA;DISPOSITIVO_2;AMBITO;UNIDAD EJECUTORA;TOTAL EMPLEOS;POBLACION BENEFICIARIA;TIPOLOGIA;MONTO DE INVERSIÓN;MONTO DE TRANSFERENCIA 2020;SUB ESTADO SSP
20;2001010000;2367778;2367778;PIURA;PIURA;PIURA;REHABILITACION DE LA AVENIDA EGUIGUREN ENTRE PUENTE INTENDENCIA Y AV. SULLANA EN DISTRITO DE PIURA, PROVINCIA DE PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE PIURA;11;1725;Pista y Vereda;329 498;1289220;Atrasada
21;2001010000;2403204;2403204;PIURA;PIURA;PIURA;REPARACIÓN DE PISTA;;;;;;;;;;
22;2001010000;2367753;2367753;PIURA;PIURA;PIURA;REHABILITACION DE LA AVENIDA VICTOR ANDRES GARCIA BELAUNDE ENTRE AV. GRAU Y CALLE JOHN F KENNEDY EN DISTRITO DE PIURA PROVINCIA DE PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE PIURA;46;1725;Pista y Vereda;1 537 161;728554;Adelantada
23;1501220000;2487530;2487530;LIMA;LIMA;MIRAFLORES;RENOVACION DE VIAS DE ACCESO;;;;;;;;;;
24;1501260000;2485465;2485465;LIMA;LIMA;PUNTA HERMOSA;REPARACION DE VEREDA Y BERMA;;;;;;;;;;
25;1501360000;2484340;2484340;LIMA;LIMA;SAN MIGUEL;REPARACION DE PISTA Y VEREDA;;;;;;;;;;
26;1501360000;2484415;2484415;LIMA;LIMA;SAN MIGUEL;REPARACION DE PISTA Y VEREDA;;;;;;;;;;
27;1501370000;2381406;2381406;LIMA;LIMA;SANTA ANITA;REHABILITACION DE PISTA DE LA AVENIDA 7 DE JUNIO DE LA URBANIZACION LOS ROBLES, URBANIZACION LOS FICUS Y LA URBANIZACION LA ACHIRANA 2DA ETAPA, DISTRITO DE SANTA ANITA, LIMA - LIMA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SANTA ANITA;40;173;Pista y Vereda;1 331 480;1478349;Adelantada
28;1501400000;2485620;2485620;LIMA;LIMA;SANTIAGO DE SURCO;RENOVACION DE PISTA Y VEREDA;;;;;;;;;;
29;401040000;2474810;2474810;AREQUIPA;AREQUIPA;CERRO COLORADO;CONSTRUCCION DE PAVIMENTO Y VEREDA;;;;;;;;;;
30;401040000;2486502;2486502;AREQUIPA;AREQUIPA;CERRO COLORADO;CONSTRUCCION DE VEREDA, BERMA, SARDINEL Y JARDINERA;;;;;;;;;;
31;401220000;2458027;2458027;AREQUIPA;AREQUIPA;SOCABAYA;CONSTRUCCION DE CALZADA DOBLE;;;;;;;;;;
32;401260000;2484127;2484127;AREQUIPA;AREQUIPA;YANAHUARA;REPARACION DE CALZADA;;;;;;;;;;
33;801080000;2385815;2385815;CUSCO;CUSCO;WANCHAQ;RENOVACIÓN DE VEREDA;;;;;;;;;;
34;803010000;2480877;2480877;CUSCO;ANTA;ANTA;REPARACION DE VIAS DE ACCESO;;;;;;;;;;
35;2001040000;2380358;2380358;PIURA;PIURA;CASTILLA;REHABILITACION DEL SERVICIO  VEHICULAR Y PEATONAL EN LA AVENIDA AREQUIPA, DESDE LA AVENIDA TACNA HASTA LA AVENIDA PROGRESO  DEL CERCADO DE CASTILLA,DEL DISTRITO DE CASTILLA - PIURA – PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE CASTILLA;38;1670;Pista y Vereda;1 275 465;1275647;Atrasada
36;2001040000;2380418;2380418;PIURA;PIURA;CASTILLA;REHABILITACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA CALLE CALLAO DEL CERCADO DE CASTILLA, DISTRITO DE CASTILLA – PIURA - PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE CASTILLA;17;23;Pista y Vereda;556 851;579682;Proceso de Selección
37;2001040000;2402750;2402750;PIURA;PIURA;CASTILLA;REPARACIÓN DE PISTA;;;;;;;;;;
38;2001040000;2406241;2406241;PIURA;PIURA;CASTILLA;REPARACIÓN DE PISTA;;;;;;;;;;
39;2205010000;2487189;2487189;SAN MARTIN;LAMAS;LAMAS;REPARACION DE PAVIMENTO Y VEREDA;;;;;;;;;;
40;2206010000;2471111;2471111;SAN MARTIN;MARISCAL CACERES;JUANJUI;REPARACION DE PAVIMENTO;;;;;;;;;;
41;2401010000;2406129;2406129;TUMBES;TUMBES;TUMBES;REPARACIÓN DE INFRAESTRUCTURA DEL TRANSPORTE;;;;;;;;;;
42;2006010000;2379728;2379728;PIURA;SULLANA;SULLANA;REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DE LA CALLE GRAU DEL DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE SULLANA ;47;1570;Pista y Vereda;1 598 860;1598860;Normal
43;2006010000;2379729;2379729;PIURA;SULLANA;SULLANA;REHABILITACIÓN DE CALLE SANTA CRUZ ENTRE AV. PICHINCHA Y CALLE SAN JUAN DEL DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE SULLANA ;26;1570;Pista y Vereda;863 249;863249;Adelantada
44;2006010000;2379733;2379733;PIURA;SULLANA;SULLANA;REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD VEHICULAR EN LA CALLE SANTA ELENA DEL A.H. LUIS SANCHEZ CERRO DEL DISTRIITO Y PROVINCIA SULLANA - PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE SULLANA ;25;1570;Pista y Vereda;818 019;818019;Adelantada
45;2007030000;2403054;2403054;PIURA;TALARA;LA BREA;REPARACIÓN DE VEREDA;;;;;;;;;;
46;208010000;2408836;2408836;ANCASH;CASMA;CASMA;RENOVACIÓN DE VIAS URBANAS;;;;;;;;;;
47;208010000;2408839;2408839;ANCASH;CASMA;CASMA;RENOVACIÓN DE VIAS URBANAS;;;;;;;;;;
48;208010000;2408895;2408895;ANCASH;CASMA;CASMA;RENOVACIÓN DE VIAS URBANAS;;;;;;;;;;
49;2004040000;2399948;2399948;PIURA;MORROPON;LA MATANZA;RENOVACIÓN DE CALZADA ÚNICA EN EL(LA)  CALLE 19 DE MARZO AA.HH SAN FRANCISCO EN LA LOCALIDAD LA MATANZA, DISTRITO DE LA MATANZA, PROVINCIA MORROPON, DEPARTAMENTO PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LA MATANZA;17;78;Pista y Vereda;556 042;556042;Atrasada
50;2004040000;2399949;2399949;PIURA;MORROPON;LA MATANZA;RENOVACIÓN DE CALZADA ÚNICA EN EL(LA)  CALLE 18 DE OCTUBRE AA.HH SAN FRANCISCO EN LA LOCALIDAD LA MATANZA, DISTRITO DE LA MATANZA, PROVINCIA MORROPON, DEPARTAMENTO PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LA MATANZA;25;78;Pista y Vereda;819 193;819193;Permanente
51;2004040000;2399951;2399951;PIURA;MORROPON;LA MATANZA;RENOVACIÓN DE CALZADA ÚNICA EN EL(LA)  CALLE 8 DE DICIEMBRE AA.HH SAN FRANCISCO EN LA LOCALIDAD LA MATANZA, DISTRITO DE LA MATANZA, PROVINCIA MORROPON, DEPARTAMENTO PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LA MATANZA;16;78;Pista y Vereda;525 493;525493;Permanente
52;2005010000;2474794;2474794;PIURA;PAITA;PAITA;REPARACION DE PISTA Y VEREDA;;;;;;;;;;
53;1803010000;2486840;2486840;MOQUEGUA;ILO;ILO;REPARACION DE SUPERFICIE DE RODADURA;;;;;;;;;;
54;2111010000;2488629;2488629;PUNO;SAN ROMAN;JULIACA;REPARACION DE CALZADA;;;;;;;;;;
55;2113030000;2441625;2441625;PUNO;YUNGUYO;COPANI;CONSTRUCCIÓN DE VIAS DE ACCESO;;;;;;;;;;
56;904130000;2423233;2423233;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;REPARACIÓN DE VIAS URBANAS;;;;;;;;;;
57;907160000;2423423;2423423;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;RENOVACIÓN DE PISTA, VEREDA Y ESCALERAS DE CONCRETO;;;;;;;;;;
58;2001150000;2355963;2355963;PIURA;PIURA;VEINTISEIS DE OCTUBRE;REPARACIÓN DE VIAS URBANAS EN EL(LA) TRAMO 1-303 AVENIDA MARCAVELICA DESDE PROLOG. GRAU HASTA CIRCUNVALACION,  DISTRITO VEINTISEIS DE OCTUBRE, PIURA-PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;41;1906;Pista y Vereda;1 371 196;1488762;Normal
59;2001150000;2390088;2390088;PIURA;PIURA;VEINTISEIS DE OCTUBRE;REHABILITACION DEL TRAMO 1-308 - CALLE JUAN VELASCO DESDE TURQUIA HASTA POLONIA,  DISTRITO VEINTISEIS DE OCTUBRE, PIURA-PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;17;1906;Pista y Vereda;564 455;603265;Atrasada
60;2001150000;2390095;2390095;PIURA;PIURA;VEINTISEIS DE OCTUBRE;REHABILITACION DE TRAMO 1-309 - CALLE FRANCIA DESDE CIRCUNVALACION HASTA ALAMEDA PERU,    DISTRITO VEINTISEIS DE OCTUBRE, PIURA-PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;16;1906;Pista y Vereda;512 581;545762;Normal
61;2001150000;2390107;2390107;PIURA;PIURA;VEINTISEIS DE OCTUBRE;REHABILITACION DEL TRAMO 1-310 - AVENIDA PRLG. CHULUCANA DESDE INTEGRACION HASTA ALGARROBOS,  DISTRITO VEINTISEIS DE OCTUBRE, PIURA-PIURA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;34;1906;Pista y Vereda;1 128 316;1214785;Normal
22;151009;2410559;2410559;LIMA;YAUYOS;CHOCOS;RENOVACIÓN DE VIAS URBANAS;;;;;;;;;;
1;103060000;2492192;2492192;AMAZONAS;BONGARA;FLORIDA;RENOVACION DE PAVIMENTO, PONTON Y OBRAS EXTERIORES;;;;;;;;;;
2;105090000;2492140;2492140;AMAZONAS;LUYA;LUYA;CONSTRUCCION DE PAVIMENTO, SARDINEL, VEREDA Y CUNETA;;;;;;;;;;
3;102060000;2493071;2493071;AMAZONAS;BAGUA;LA PECA;CONSTRUCCION DE PAVIMENTO, VEREDA Y CUNETA;;;;;;;;;;
4;102010000;2492196;2492196;AMAZONAS;BAGUA;BAGUA;REPARACION DE CALZADA;;;;;;;;;;
5;102010000;2492215;2492215;AMAZONAS;BAGUA;BAGUA;CONSTRUCCION DE CALZADA, VEREDA, SARDINEL Y AREA VERDE;;;;;;;;;;
6;105010000;2492217;2492217;AMAZONAS;LUYA;LAMUD;RENOVACION DE PAVIMENTO, VEREDA Y DRENAJE LONGITUDINAL;;;;;;;;;;
7;105010000;2492209;2492209;AMAZONAS;LUYA;LAMUD;CONSTRUCCION DE PAVIMENTO, SARDINEL, VEREDA Y CUNETA;;;;;;;;;;
8;1601120000;2491949;2491949;LORETO;MAYNAS;BELEN;REPARACION DE PAVIMENTO Y VEREDA;;;;;;;;;;
9;1601120000;2491889;2491889;LORETO;MAYNAS;BELEN;REPARACION DE PAVIMENTO Y VEREDA;;;;;;;;;;
10;1601120000;2493087;2493087;LORETO;MAYNAS;BELEN;CONSTRUCCION DE PAVIMENTO Y VEREDA;;;;;;;;;;
DISTRITO DE BELEN; PROVINCIA MAYNAS; DEPARTAMENTO LORETO;;;;;;;;;;;;;;;
;"DS 262_IOARR""";DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE BELEN;16;275;Pista y Vereda;510,730.81 ;485484;60;AS;Actos Previos;Proceso de Selección;;;;
11;1601120000;2491976;2491976;LORETO;MAYNAS;BELEN;REPARACION DE PAVIMENTO;;;;;;;;;;
12;1607050000;2491859;2491859;LORETO;DATEM DEL MARAÑON;PASTAZA;CONSTRUCCION DE VEREDA;;;;;;;;;;
13;1604020000;2492112;2492112;LORETO;MARISCAL RAMON CASTILLA;PEBAS;CONSTRUCCION DE VEREDA;;;;;;;;;;
14;1604030000;2492233;2492233;LORETO;MARISCAL RAMON CASTILLA;YAVARI;CONSTRUCCION DE PUENTE PEATONAL;;;;;;;;;;
15;1602010000;2494033;2494033;LORETO;ALTO AMAZONAS;YURIMAGUAS;REPARACION DE VEREDA Y SARDINEL;;;;;;;;;;
16;1601010000;2492834;2492834;LORETO;MAYNAS;IQUITOS;CONSTRUCCION DE PAVIMENTO Y VEREDA;;;;;;;;;;
17;1601010000;2492839;2492839;LORETO;MAYNAS;IQUITOS;CONSTRUCCION DE PAVIMENTO Y VEREDA;;;;;;;;;;
18;2204010000;2493086;2493086;SAN MARTIN;HUALLAGA;SAPOSOA; CONSTRUCCION DE PAVIMENTO, VEREDA Y CUNETA;;;;;;;;;;
19;2209090000;2494122;2494122;SAN MARTIN;SAN MARTIN;BANDA DEL SHILCAYO; REPARACION DE CALZADA;;;;;;;;;;
20;2210020000;2492343;2492343;SAN MARTIN;TOCACHE;NUEVO PROGRESO;CONSTRUCCION DE CALZADA, VEREDA, CUNETA Y SARDINEL;;;;;;;;;;
21;2204050000;2491927;2491927;SAN MARTIN;HUALLAGA;SACANCHE;RENOVACION DE SEÑALIZACION VERTICAL;;;;;;;;;;
(CDRA. 02) Y CALLE MIGUEL GRAU (CDRA. 03) DEL SECTOR 2 EN LA LOCALIDAD SACANCHE; DISTRITO DE SACANCHE; PROVINCIA HUALLAGA;" DEPARTAMENTO SAN MARTIN""";DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE SACANCHE;44;220;Pista y Vereda;1,488,547.08 ;1454548;90;AS;En Ejecución;Adelantada;
22;2204050000;2492049;2492049;SAN MARTIN;HUALLAGA;SACANCHE;RENOVACION DE SEÑALIZACION VERTICAL;;;;;;;;;;
03 Y CDRA. 04) DEL SECTOR 3 EN LA LOCALIDAD SACANCHE; DISTRITO DE SACANCHE; PROVINCIA HUALLAGA;" DEPARTAMENTO SAN MARTIN""";DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE SACANCHE;32;126;Pista y Vereda;1,087,951.87 ;1053952;90;AS;En Ejecución;Adelantada;
23;2207060000;2492149;2492149;SAN MARTIN;PICOTA;SAN CRISTOBAL;REPARACION DE CALZADA, VEREDA Y CUNETA;;;;;;;;;;
24;2203010000;2492116;2492116;SAN MARTIN;EL DORADO;SAN JOSE DE SISA;CONSTRUCCION DE PAVIMENTO, VEREDA Y CUNETA;;;;;;;;;;
25;2205010000;2491851;2491851;SAN MARTIN;LAMAS;LAMAS;REPARACION DE PAVIMENTO, VEREDA Y CUNETA;;;;;;;;;;
26;2201010000;2492071;2492071;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;CONSTRUCCION DE CALZADA, VEREDA, BERMA Y RAMPA;;;;;;;;;;
27;2201010000;2492072;2492072;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;CONSTRUCCION DE CALZADA, VEREDA, BERMA Y RAMPA;;;;;;;;;;
28;2208010000;2492066;2492066;SAN MARTIN;RIOJA;RIOJA;CONSTRUCCION DE CALZADA, VEREDA, CUNETA Y BERMA;;;;;;;;;;
29;2209010000;2492345;2492345;SAN MARTIN;SAN MARTIN;TARAPOTO;CONSTRUCCION DE PAVIMENTO;;;;;;;;;;
30;2501060000;2492107;2492107;UCAYALI;CORONEL PORTILLO;NUEVA REQUENA;CONSTRUCCION DE CALZADA, SARDINEL Y CUNETA;;;;;;;;;;
31;2501050000;2492133;2492133;UCAYALI;CORONEL PORTILLO;YARINACOCHA;CONSTRUCCION DE CALZADA, SARDINEL, CUNETA Y SEÑALES DE TRÁFICO;;;;;;;;;;
32;2501010000;2491647;2491647;UCAYALI;CORONEL PORTILLO;CALLERIA;CONSTRUCCION DE CALZADA Y VEREDA;;;;;;;;;;
33;218030000;2492034;2492034;ANCASH;SANTA;COISHCO;REPARACION DE PISTA Y VEREDA;;;;;;;;;;
34;218030000;2492038;2492038;ANCASH;SANTA;COISHCO;REPARACION DE PISTA Y VEREDA;;;;;;;;;;
35;218040000;2492311;2492311;ANCASH;SANTA;MACATE;CONSTRUCCION DE CALZADA, VEREDA Y SARDINEL;;;;;;;;;;
36;210090000;2492435;2492435;ANCASH;HUARI;MASIN;CONSTRUCCION DE CALZADA, VEREDA, CUNETA Y RAMPA;;;;;;;;;;
37;218050000;2492030;2492030;ANCASH;SANTA;MORO;REMODELACION DE PISTA;;;;;;;;;;
38;216040000;2492331;2492331;ANCASH;POMABAMBA;QUINUABAMBA;REPARACION DE CALZADA Y VEREDA;;;;;;;;;;
39;218070000;2490296;2490296;ANCASH;SANTA;SAMANCO;CONSTRUCCION DE VEREDA;;;;;;;;;;
40;907040000;2492009;2492009;HUANCAVELICA;TAYACAJA;AHUAYCHA;REPARACION DE CALZADA Y VEREDA;;;;;;;;;;
41;907040000;2492011;2492011;HUANCAVELICA;TAYACAJA;AHUAYCHA;REPARACION DE CALZADA;;;;;;;;;;
42;902060000;2491670;2491670;HUANCAVELICA;ACOBAMBA;PAUCARA;CONSTRUCCION DE CALZADA, VEREDA, CUNETA Y BADEN;;;;;;;;;;
43;907090000;2492334;2492334;HUANCAVELICA;TAYACAJA;HUARIBAMBA;CONSTRUCCION DE CALZADA Y VEREDA;;;;;;;;;;
44;903120000;2492365;2492365;HUANCAVELICA;ANGARAES;SECCLLA;CONSTRUCCION DE CALZADA, SARDINEL Y ALCANTARILLA;;;;;;;;;;
45;1001020000;2492363;2492363;HUANUCO;HUANUCO;AMARILIS;CONSTRUCCIÓN DE CALZADA, VEREDA Y RAMPA, REPARACIÓN  DE CALZADA, ADEMÁS DE OTROS ACTIVOS EN EL (LA) ETAPA II DE LA URB. PAUCARBAMBA, DISTRITO DE AMARILIS, PROVINCIA HUÁNUCO, DEPARTAMENTO HUÁNUCO;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE AMARILIS;31;643;Pista y Vereda;1 015 005;981006;Normal
46;1003070000;2492412;2492412;HUANUCO;DOS DE MAYO;CHUQUIS;REPARACION DE CALZADA Y CUNETA;;;;;;;;;;
47;1011050000;2492446;2492446;HUANUCO;YAROWILCA;JACAS CHICO;REPARACION DE CALZADA Y SARDINEL;;;;;;;;;;
48;1008030000;2492348;2492348;HUANUCO;PACHITEA;MOLINO;REPARACION DE CALZADA Y CUNETA;;;;;;;;;;
49;1001030000;2492835;2492835;HUANUCO;HUANUCO;CHINCHAO;REPARACION DE PISTA Y VEREDA;;;;;;;;;;
50;1002080000;2493166;2493166;HUANUCO;AMBO;TOMAY KICHWA;REPARACION DE CALZADA;;;;;;;;;;
51;1201250000;2492245;2492245;JUNIN;HUANCAYO;PILCOMAYO;CONSTRUCCION DE PAVIMENTO, VEREDA, AREA VERDE Y MURO DE CONTENCION;;;;;;;;;;
52;1201320000;2493094;2493094;JUNIN;HUANCAYO;SAÑO;CONSTRUCCION DE CALZADA, SEÑALES DE TRÁFICO, SARDINEL Y CUNETA;;;;;;;;;;
53;1203010000;2491360;2491360;JUNIN;CHANCHAMAYO;CHANCHAMAYO;CONSTRUCCION DE VEREDA Y PAVIMENTO;;;;;;;;;;
54;1203010000;2491497;2491497;JUNIN;CHANCHAMAYO;CHANCHAMAYO;CONSTRUCCION DE PAVIMENTO Y VEREDA;;;;;;;;;;
55;1201340000;2491594;2491594;JUNIN;HUANCAYO;SICAYA;RENOVACION DE PAVIMENTO;;;;;;;;;;
56;1206040000;2492633;2492633;JUNIN;SATIPO;MAZAMARI;CONSTRUCCION DE CALZADA, VEREDA Y SARDINEL;;;;;;;;;;
57;1206040000;2492636;2492636;JUNIN;SATIPO;MAZAMARI;CONSTRUCCION DE MURO DE CONTENCION, CALZADA Y VEREDA;;;;;;;;;;
PROVINCIA SATIPO; DEPARTAMENTO JUNIN;;;;;;;;;;;;;;;;
;"DS 262_IOARR""";DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE MAZAMARI;23;228;Pista y Vereda;741,772.64 ;671773;60;AS;En Ejecución;Adelantada;;;;
58;1206040000;2492625;2492625;JUNIN;SATIPO;MAZAMARI;CONSTRUCCION DE VEREDA, RAMPA Y AREA VERDE;;;;;;;;;;
59;1206010000;2492340;2492340;JUNIN;SATIPO;SATIPO;RENOVACION DE VEREDA;;;;;;;;;;
60;1903010000;2491833;2491833;PASCO;OXAPAMPA;OXAPAMPA;CONSTRUCCION DE CUNETA;;;;;;;;;;
61;1903010000;2491829;2491829;PASCO;OXAPAMPA;OXAPAMPA;RENOVACION DE PISTA Y CUNETA;;;;;;;;;;
62;501100001;2492103;2492103;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;CONSTRUCCION DE CALZADA, CUNETA, VEREDA Y RAMPA;;;;;;;;;;
63;501100001;2492082;2492082;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;CONSTRUCCION DE CALZADA, CUNETA, SARDINEL Y VEREDA;;;;;;;;;;
64;501100001;2492184;2492184;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;CONSTRUCCION DE CALZADA, CUNETA, VEREDA Y RAMPA;;;;;;;;;;
"DEPARTAMENTO AYACUCHO""";DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;34;2500;Pista y Vereda;1,129,140.20 ;1095463;90;AS;En Ejecución;Adelantada;;;;
65;501150001;2492064;2492064;AYACUCHO;HUAMANGA;JESÚS NAZARENO;CONSTRUCCIÓN DE PAVIMENTO, VEREDA, SARDINEL Y CUNETA: ADEMAS DE OTROS ACTIVOS EN EL(LA) JR. MARIANO CAVERO, DISTRITO DE JESÚS NAZARENO, PROVINCIA DE HUAMANGA, DEPARTAMENTO DE AYACUCHO;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE JESUS NAZARENO;16;112;Pista y Vereda;508 133;493134;Por Iniciar
66;501080000;2492085;2492085;AYACUCHO;HUAMANGA;QUINUA;CONSTRUCCION DE VEREDA, CALZADA, RAMPA Y SARDINEL;;;;;;;;;;
67;501080001;2492190;2492190;AYACUCHO;HUAMANGA;QUINUA;CONSTRUCCION DE CALZADA, VEREDAS, SARDINEL Y AREAS VERDES;;;;;;;;;;
68;501010001;2492097;2492097;AYACUCHO;HUAMANGA;AYACUCHO;REPARACION DE CALZADA, VEREDA Y AREA VERDE;;;;;;;;;;
69;501010001;2492093;2492093;AYACUCHO;HUAMANGA;AYACUCHO;REPARACION DE PAVIMENTO;;;;;;;;;;
70;501010001;2492087;2492087;AYACUCHO;HUAMANGA;AYACUCHO;CONSTRUCCION DE SEÑALES DE TRÁFICO Y VEREDA;;;;;;;;;;
71;501020000;2492386;2492386;AYACUCHO;HUAMANGA;ACOCRO;CONSTRUCCION DE PISTA, VEREDA, SARDINEL, CUNETA, RAMPA: ADEMÁS DE OTROS ACTIVOS  EN EL(LA) SECTOR NOR OESTE DEL CENTRO POBLADO ACOCRO, DISTRITO DE ACOCRO, PROVINCIA HUAMANGA, DEPARTAMENTO AYACUCHO;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE ACOCRO;17;111;Pista y Vereda;574 984;542984;Atrasada
72;504030001;2492389;2492389;AYACUCHO;HUANTA;HUAMANGUILLA;CONSTRUCCIÓN DE VEREDA, SARDINEL Y CALZADA;;;;;;;;;;
73;511080001;2492383;2492383;AYACUCHO;VILCAS HUAMAN;VISCHONGO;CONSTRUCCION DE CALZADA, VEREDA, SARDINEL Y REDUCTOR DE VELOCIDAD;;;;;;;;;;
;"DS 262_IOARR""";DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE VISCHONGO;18;106;Pista y Vereda;586,411.36 ;561412;60;AS;En Ejecución;Atrasada;;;;
74;506020001;2482145;2482145;AYACUCHO;LUCANAS;AUCARA;CONSTRUCCIÓN DE VEREDA, RAMPA, SARDINEL Y CALZADA;;;;;;;;;;
75;501120001;2491772;2491772;AYACUCHO;HUAMANGA;SOCOS;CONSTRUCCION DE CALZADA, VEREDA, SARDINEL Y MURO DE CONTENCION;;;;;;;;;;
76;504020000;2493162;2493162;AYACUCHO;HUANTA;AYAHUANCO;REPARACION DE PISTA, VEREDA Y CONSTRUCCIÓN DE GRADERIAS;;;;;;;;;;
77;505030000;2491663;2491663;AYACUCHO;LA MAR;AYNA;CONSTRUCCION DE CALZADA, VEREDA Y GRADERIAS;;;;;;;;;;
78;504080000;2492120;2492120;AYACUCHO;HUANTA;LLOCHEGUA;CONSTRUCCION DE VEREDA, RAMPA, SARDINEL Y CALZADA;;;;;;;;;;
79;505070000;2492177;2492177;AYACUCHO;LA MAR;SANTA ROSA;CONSTRUCCION DE VEREDA, RAMPA, SARDINEL Y CUNETA;;;;;;;;;;
80;505080000;2492076;2492076;AYACUCHO;LA MAR;TAMBO; CONSTRUCCION DE CALZADA Y VEREDA;;;;;;;;;;
81;509010000;2492041;2492041;AYACUCHO;SUCRE;QUEROBAMBA;CONSTRUCCION DE CALZADA, VEREDA, RAMPA Y SARDINEL;;;;;;;;;;
82;1101020000;2492368;2492368;ICA;ICA;LA TINGUIÑA;REHABILITACION REPARACION  DE PISTA Y VEREDA EN LA AVENIDA  RIO DE JANEIRO  DESDE LA CALLE VIENA HASTA LA CALLE MOSCU  DEL  DISTRITO DE LA TINGUIÑA, PROVINCIA DE ICA DEPARTAMENTO DE  ICA ;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE LA TINGUIÑA;41;240;Pista y Vereda;1 372 081;1338081;Por Iniciar
83;1101020001;2492372;2492372;ICA;ICA;LA TINGUIÑA;REHABILITACION REPARACION  DE PISTA Y VEREDA EN LA AV. MEXICO DESDE LA AVENIDA. EL PARQUE HASTA LA CALLE. ROMA DEL DISTRITO DE LA TINGUIÑA, PROVINCIA ICA, DEPARTAMENTO ICA;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE LA TINGUIÑA;38;300;Pista y Vereda;1 277 644;1243644;Por Iniciar
84;1101070001;2493875;2493875;ICA;ICA;PUEBLO NUEVO;REHABILITACION DE PAVIMENTO DE LA AVENIDA LUIS CAMINO DIBOS DEL DISTRITO DE PUEBLO NUEVO, PROVINCIA DE ICA, DEPARTAMENTO DE ICA.;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO;16;96;Pista y Vereda;521 745;503746;Proceso de Selección
85;1101060001;2492313;2492313;ICA;ICA;PARCONA;RENOVACION DE CALZADA, VEREDA, SARDINEL Y AREA VERDE;;;;;;;;;;
86;306040000;2491379;2491379;APURIMAC;CHINCHEROS;HUACCANA;CONSTRUCCION DE VEREDA, RAMPA, SARDINEL Y CALZADA;;;;;;;;;;
